LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
STD_SABR,STD_DX_2013,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,791523008,SPDE,28JUL17:11:22:35,28JUL17:11:22:35,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2013,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,791523008,SPDE,28JUL17:11:22:35,28JUL17:11:22:35,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2013,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,791523008,SPDE,28JUL17:11:22:35,28JUL17:11:22:35,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,ADMIT_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,0,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,ADMIT_TYPE,2,1,18,,,0,0,,0,0,0,112,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,BEGIN_DATE,1,4,10,,MMDDYY,10,0,,0,0,0,8,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,DISCHARGE_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,4,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,DISCHARGE_STATUS,2,2,15,,,0,0,,0,0,0,103,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,DX,2,18,12,,,0,0,,0,0,0,81,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,DX_TYPE,2,2,13,,,0,0,,0,0,0,99,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,36,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,ENC_TYPE,2,2,17,,$,2,0,,0,0,0,110,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,END_DATE,1,4,11,,MMDDYY,10,0,,0,0,0,12,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,FACILITYID,2,10,6,,,0,0,,0,0,0,68,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,FACILITY_TYPE,2,3,7,,$FACILITY_TYPE,0,0,,0,0,0,78,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,PATID,2,20,1,,,0,0,,0,0,0,16,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,PDX,2,2,14,,,0,0,,0,0,0,101,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,POA,2,1,19,,,0,0,,0,0,0,113,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,PROVIDERID,2,10,3,,,0,0,,0,0,0,51,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,PROVIDERID_TYPE,2,4,4,,,0,0,,0,0,0,61,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,PROV_TYPE,2,3,5,,,0,0,,0,0,0,65,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_DX_2014,,,SOURCE,2,5,16,,,0,0,,0,0,0,105,945892797,SPDE,28JUL17:11:53:17,28JUL17:11:53:17,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_ENROLLMENT,,,ENR_END_DATE,1,4,3,,MMDDYY,10,0,,0,0,0,4,3704553,SPDE,26JAN17:12:15:24,26JAN17:12:15:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_ENROLLMENT,,,ENR_START_DATE,1,4,2,,MMDDYY,10,0,,0,0,0,0,3704553,SPDE,26JAN17:12:15:24,26JAN17:12:15:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_ENROLLMENT,,,MEDICAL,2,1,4,,,0,0,,0,0,0,28,3704553,SPDE,26JAN17:12:15:24,26JAN17:12:15:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_ENROLLMENT,,,PATID,2,20,1,,,0,0,,0,0,0,8,3704553,SPDE,26JAN17:12:15:24,26JAN17:12:15:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_ENROLLMENT,,,PHARMACY,2,1,5,,,0,0,,0,0,0,29,3704553,SPDE,26JAN17:12:15:24,26JAN17:12:15:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,END_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,20,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,FACILITYID,2,10,3,,,0,0,,0,0,0,63,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,FACILITY_TYPE,2,3,4,,$FACILITY_TYPE,0,0,,0,0,0,73,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PATID,2,20,1,,,0,0,,0,0,0,28,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PAYMENT,1,8,14,,,0,0,,0,0,0,0,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PPX,2,2,13,,,0,0,,0,0,0,92,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PX,2,11,10,,,0,0,,0,0,0,76,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PX_AMT,1,3,12,,,0,0,,0,0,0,89,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PX_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,24,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,PX_TYPE,2,2,11,,,0,0,,0,0,0,87,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2006,,,SOURCE,2,5,15,,,0,0,,0,0,0,94,168021311,SPDE,28JUL17:09:58:49,28JUL17:09:58:49,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,END_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,20,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,FACILITYID,2,10,3,,,0,0,,0,0,0,63,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,FACILITY_TYPE,2,3,4,,$FACILITY_TYPE,0,0,,0,0,0,73,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PATID,2,20,1,,,0,0,,0,0,0,28,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PAYMENT,1,8,14,,,0,0,,0,0,0,0,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PPX,2,2,13,,,0,0,,0,0,0,92,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PX,2,11,10,,,0,0,,0,0,0,76,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PX_AMT,1,3,12,,,0,0,,0,0,0,89,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PX_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,24,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,PX_TYPE,2,2,11,,,0,0,,0,0,0,87,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2007,,,SOURCE,2,5,15,,,0,0,,0,0,0,94,184413125,SPDE,28JUL17:10:08:56,28JUL17:10:08:56,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,END_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,20,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,FACILITYID,2,10,3,,,0,0,,0,0,0,63,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,FACILITY_TYPE,2,3,4,,$FACILITY_TYPE,0,0,,0,0,0,73,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PATID,2,20,1,,,0,0,,0,0,0,28,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PAYMENT,1,8,14,,,0,0,,0,0,0,0,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PPX,2,2,13,,,0,0,,0,0,0,92,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PX,2,11,10,,,0,0,,0,0,0,76,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PX_AMT,1,3,12,,,0,0,,0,0,0,89,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PX_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,24,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,PX_TYPE,2,2,11,,,0,0,,0,0,0,87,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2008,,,SOURCE,2,5,15,,,0,0,,0,0,0,94,195342614,SPDE,28JUL17:10:25:48,28JUL17:10:25:48,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,END_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,20,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,FACILITYID,2,10,3,,,0,0,,0,0,0,63,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,FACILITY_TYPE,2,3,4,,$FACILITY_TYPE,0,0,,0,0,0,73,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PATID,2,20,1,,,0,0,,0,0,0,28,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PAYMENT,1,8,14,,,0,0,,0,0,0,0,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PPX,2,2,13,,,0,0,,0,0,0,92,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PX,2,11,10,,,0,0,,0,0,0,76,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PX_AMT,1,3,12,,,0,0,,0,0,0,89,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PX_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,24,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,PX_TYPE,2,2,11,,,0,0,,0,0,0,87,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2009,,,SOURCE,2,5,15,,,0,0,,0,0,0,94,201608393,SPDE,28JUL17:10:36:31,28JUL17:10:36:31,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,END_DATE,1,4,8,,MMDDYY,10,0,,0,0,0,20,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,FACILITYID,2,10,3,,,0,0,,0,0,0,63,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,FACILITY_TYPE,2,3,4,,$FACILITY_TYPE,0,0,,0,0,0,73,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PATID,2,20,1,,,0,0,,0,0,0,28,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PAYMENT,1,8,14,,,0,0,,0,0,0,0,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PPX,2,2,13,,,0,0,,0,0,0,92,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PX,2,11,10,,,0,0,,0,0,0,76,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PX_AMT,1,3,12,,,0,0,,0,0,0,89,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PX_DATE,1,4,9,,MMDDYY,10,0,,0,0,0,24,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,PX_TYPE,2,2,11,,,0,0,,0,0,0,87,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2010,,,SOURCE,2,5,15,,,0,0,,0,0,0,94,224496201,SPDE,28JUL17:10:48:12,28JUL17:10:48:12,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2011,,,ADMIT_DATE,1,4,5,,MMDDYY,10,0,,0,0,0,8,246477259,SPDE,28JUL17:11:02:24,28JUL17:11:02:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2011,,,BEGIN_DATE,1,4,7,,MMDDYY,10,0,,0,0,0,16,246477259,SPDE,28JUL17:11:02:24,28JUL17:11:02:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2011,,,DISCHARGE_DATE,1,4,6,,MMDDYY,10,0,,0,0,0,12,246477259,SPDE,28JUL17:11:02:24,28JUL17:11:02:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
STD_SABR,STD_PX_2011,,,ENCOUNTERID,2,15,2,,,0,0,,0,0,0,48,246477259,SPDE,28JUL17:11:02:24,28JUL17:11:02:24,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
